,id,inning,over,ball,batsman,non_striker,bowler,batsman_runs,extra_runs,total_runs,non_boundary,is_wicket,dismissal_kind,player_dismissed,fielder,extras_type,batting_team,bowling_team
131109,980973,1,8,1,S Dhawan,DA Warner,KA Pollard,0,0,0,0,0,,,,,Sunrisers Hyderabad,Mumbai Indians
71584,548362,2,18,6,K Upadhyay,SPD Smith,Z Khan,1,0,1,0,0,,,,,Pune Warriors,Royal Challengers Bangalore
181701,1216503,2,10,6,N Pooran,GJ Maxwell,RD Chahar,3,0,3,0,0,,,,,Kings XI Punjab,Mumbai Indians
37120,419147,1,18,2,T Thushara,R Ashwin,Harmeet Singh,0,0,0,0,0,,,,,Chennai Super Kings,Deccan Chargers
154847,1136580,2,17,3,YK Pathan,KS Williamson,DJ Bravo,2,0,2,0,0,,,,,Sunrisers Hyderabad,Chennai Super Kings
19695,392209,2,4,6,DR Smith,RG Sharma,JA Morkel,0,1,1,0,0,,,,byes,Deccan Chargers,Chennai Super Kings
35924,419142,1,2,4,ML Hayden,M Vijay,SL Malinga,0,1,1,0,0,,,,byes,Chennai Super Kings,Mumbai Indians
22587,392221,1,12,3,BB McCullum,DJ Hussey,JD Ryder,1,0,1,0,0,,,,,Kolkata Knight Riders,Royal Challengers Bangalore
121761,829819,1,16,7,Mandeep Singh,AB de Villiers,SR Watson,1,0,1,0,0,,,,,Royal Challengers Bangalore,Rajasthan Royals
5696,336006,2,0,2,JR Hopes,SE Marsh,DW Steyn,0,0,0,0,0,,,,,Kings XI Punjab,Royal Challengers Bangalore
153991,1136576,2,9,6,KS Williamson,MK Pandey,Mujeeb Ur Rahman,0,0,0,0,0,,,,,Sunrisers Hyderabad,Kings XI Punjab
125382,980925,1,12,5,GJ Maxwell,SE Marsh,YK Pathan,0,1,1,0,0,,,,wides,Kings XI Punjab,Kolkata Knight Riders
69452,548353,2,5,1,MK Pandey,SPD Smith,M de Lange,1,0,1,0,0,,,,,Pune Warriors,Kolkata Knight Riders
157655,1136591,2,15,1,KH Pandya,HH Pandya,C de Grandhomme,6,0,6,0,0,,,,,Mumbai Indians,Royal Challengers Bangalore
180986,1216500,1,11,5,SO Hetmyer,MP Stoinis,R Tewatia,1,0,1,0,0,,,,,Delhi Capitals,Rajasthan Royals
108928,829705,1,9,3,RG Sharma,CJ Anderson,AD Russell,1,0,1,0,0,,,,,Mumbai Indians,Kolkata Knight Riders
92058,598063,1,2,2,GJ Maxwell,AP Tare,AA Chavan,2,0,2,0,0,,,,,Mumbai Indians,Rajasthan Royals
97583,729303,2,12,2,BB McCullum,F du Plessis,KA Pollard,4,0,4,0,0,,,,,Chennai Super Kings,Mumbai Indians
154716,1136579,2,14,4,AB de Villiers,CJ Anderson,CH Morris,4,0,4,0,0,,,,,Royal Challengers Bangalore,Delhi Daredevils
87416,598043,2,5,7,MS Bisla,JH Kallis,SR Watson,0,0,0,0,0,,,,,Kolkata Knight Riders,Rajasthan Royals
147748,1082639,2,14,2,CA Lynn,MK Pandey,AR Patel,6,0,6,0,0,,,,,Kolkata Knight Riders,Kings XI Punjab
97064,729299,1,14,2,RV Uthappa,JH Kallis,AB Dinda,0,0,0,0,0,,,,,Kolkata Knight Riders,Royal Challengers Bangalore
159265,1136598,1,11,6,BA Stokes,JC Buttler,R Ashwin,1,0,1,0,0,,,,,Rajasthan Royals,Kings XI Punjab
111091,829723,1,2,4,BB McCullum,SK Raina,PJ Cummins,0,0,0,0,0,,,,,Chennai Super Kings,Kolkata Knight Riders
18398,392204,2,13,6,KC Sangakkara,DPMD Jayawardene,KP Appanna,1,0,1,0,0,,,,,Kings XI Punjab,Royal Challengers Bangalore
106045,734027,1,13,3,Shakib Al Hasan,RV Uthappa,AB Dinda,1,0,1,0,0,,,,,Kolkata Knight Riders,Royal Challengers Bangalore
106338,734029,1,7,4,SK Raina,DJ Hussey,Parvez Rasool,1,0,1,0,0,,,,,Chennai Super Kings,Sunrisers Hyderabad
5306,336004,2,11,3,KD Karthik,Shoaib Malik,A Nehra,0,0,0,0,0,,,,,Delhi Daredevils,Mumbai Indians
43995,501208,1,17,4,JP Duminy,B Chipli,DL Vettori,4,0,4,0,0,,,,,Deccan Chargers,Royal Challengers Bangalore
121201,829813,1,9,1,Q de Kock,JP Duminy,CH Gayle,0,1,1,0,0,,,,legbyes,Delhi Daredevils,Royal Challengers Bangalore
42649,501202,2,8,3,JD Ryder,RV Uthappa,R McLaren,0,0,0,0,1,caught,JD Ryder,AC Gilchrist,,Pune Warriors,Kings XI Punjab
67877,548346,2,5,3,RG Sharma,SR Tendulkar,V Pratap Singh,1,0,1,0,0,,,,,Mumbai Indians,Deccan Chargers
190248,1216538,2,6,1,MK Pandey,DA Warner,KH Pandya,1,0,1,0,0,,,,,Sunrisers Hyderabad,Mumbai Indians
177942,1178431,2,10,3,SA Yadav,RG Sharma,SP Narine,1,0,1,0,0,,,,,Mumbai Indians,Kolkata Knight Riders
49722,501233,2,18,4,RP Singh,R Vinay Kumar,RE van der Merwe,1,0,1,0,0,,,,,Kochi Tuskers Kerala,Delhi Daredevils
45587,501215,1,7,3,S Badrinath,SK Raina,NLTC Perera,0,0,0,0,0,,,,,Chennai Super Kings,Kochi Tuskers Kerala
97664,729305,1,6,5,JA Morkel,V Kohli,KW Richardson,0,0,0,0,0,,,,,Royal Challengers Bangalore,Rajasthan Royals
85043,598034,1,3,2,WP Saha,MEK Hussey,Mohammed Shami,4,0,4,0,0,,,,,Chennai Super Kings,Kolkata Knight Riders
67228,548344,2,18,3,CH Gayle,DL Vettori,R Bhatia,6,0,6,0,0,,,,,Royal Challengers Bangalore,Kolkata Knight Riders
136587,1082591,1,3,6,S Dhawan,MC Henriques,YS Chahal,1,0,1,0,0,,,,,Sunrisers Hyderabad,Royal Challengers Bangalore
192480,1216547,2,15,4,Ishan Kishan,KA Pollard,NA Saini,2,0,2,0,0,,,,,Mumbai Indians,Royal Challengers Bangalore
89339,598052,1,7,6,SE Marsh,AC Gilchrist,SR Watson,1,0,1,0,0,,,,,Kings XI Punjab,Rajasthan Royals
159357,1136598,2,13,3,MP Stoinis,KL Rahul,S Gopal,0,0,0,0,0,,,,,Kings XI Punjab,Rajasthan Royals
115418,829761,1,9,4,PP Chawla,MK Pandey,Imran Tahir,0,1,1,0,0,,,,wides,Kolkata Knight Riders,Delhi Daredevils
121236,829813,1,10,6,Q de Kock,JP Duminy,AB Dinda,6,0,6,0,0,,,,,Delhi Daredevils,Royal Challengers Bangalore
128453,980951,2,10,1,RV Uthappa,SA Yadav,A Mishra,0,0,0,0,0,,,,,Kolkata Knight Riders,Delhi Daredevils
92964,598067,1,11,1,Yuvraj Singh,AJ Finch,S Kaul,1,0,1,0,0,,,,,Pune Warriors,Delhi Daredevils
82037,598021,2,11,2,GH Vihari,CL White,PP Chawla,1,0,1,0,0,,,,,Sunrisers Hyderabad,Kings XI Punjab
193118,1237180,2,15,6,KS Williamson,Abdul Samad,R Ashwin,1,0,1,0,0,,,,,Sunrisers Hyderabad,Delhi Capitals
12850,336038,1,8,6,SR Watson,M Kaif,MF Maharoof,1,0,1,0,0,,,,,Rajasthan Royals,Delhi Daredevils
16314,392195,1,12,4,IK Pathan,KC Sangakkara,YK Pathan,1,0,1,0,0,,,,,Kings XI Punjab,Rajasthan Royals
92636,598065,2,16,6,KK Cooper,BJ Hodge,KV Sharma,2,0,2,0,0,,,,,Rajasthan Royals,Sunrisers Hyderabad
189644,1216536,2,6,5,RD Gaikwad,SR Watson,SP Narine,2,0,2,0,0,,,,,Chennai Super Kings,Kolkata Knight Riders
93825,598071,2,17,3,BJ Hodge,JP Faulkner,DW Steyn,0,2,2,0,0,,,,wides,Rajasthan Royals,Sunrisers Hyderabad
35757,419141,2,14,6,DR Smith,RG Sharma,SR Watson,1,0,1,0,0,,,,,Deccan Chargers,Rajasthan Royals
56744,501263,1,10,2,SR Tendulkar,RG Sharma,SK Warne,0,0,0,0,0,,,,,Mumbai Indians,Rajasthan Royals
158746,1136596,2,7,1,S Dhawan,AD Hales,DT Christian,1,0,1,0,0,,,,,Sunrisers Hyderabad,Delhi Daredevils
180119,1216496,2,18,2,F du Plessis,MS Dhoni,JC Archer,1,0,1,0,0,,,,,Chennai Super Kings,Rajasthan Royals
95701,729289,1,19,7,SA Yadav,Shakib Al Hasan,NM Coulter-Nile,4,1,5,0,0,,,,noballs,Kolkata Knight Riders,Delhi Daredevils
51971,501242,1,13,3,RA Jadeja,DPMD Jayawardene,YK Pathan,0,0,0,0,0,,,,,Kochi Tuskers Kerala,Kolkata Knight Riders
42595,501202,1,0,3,SE Marsh,AC Gilchrist,AC Thomas,1,0,1,0,0,,,,,Kings XI Punjab,Pune Warriors
189240,1216534,1,14,4,V Kohli,AB de Villiers,Rashid Khan,1,0,1,0,0,,,,,Royal Challengers Bangalore,Sunrisers Hyderabad
67896,548347,1,2,7,MEK Hussey,SK Raina,YK Pathan,1,0,1,0,0,,,,,Chennai Super Kings,Kolkata Knight Riders
129407,980959,2,7,1,G Gambhir,MK Pandey,VR Aaron,1,0,1,0,0,,,,,Kolkata Knight Riders,Royal Challengers Bangalore
88070,598046,1,16,4,Harbhajan Singh,RG Sharma,DJ Bravo,1,0,1,0,0,,,,,Mumbai Indians,Chennai Super Kings
193182,1237180,2,6,4,KS Williamson,JO Holder,AR Patel,1,0,1,0,0,,,,,Sunrisers Hyderabad,Delhi Capitals
132889,980989,2,3,1,MK Pandey,YK Pathan,M Ashwin,1,0,1,0,0,,,,,Kolkata Knight Riders,Rising Pune Supergiants
43102,501204,1,8,5,Y Venugopal Rao,DA Warner,J Botha,1,0,1,0,0,,,,,Delhi Daredevils,Rajasthan Royals
115300,829761,1,1,3,RV Uthappa,G Gambhir,JA Morkel,1,0,1,0,0,,,,,Kolkata Knight Riders,Delhi Daredevils
29036,419113,2,3,6,WP Saha,SC Ganguly,MS Gony,4,0,4,0,0,,,,,Kolkata Knight Riders,Chennai Super Kings
77887,598004,1,5,6,KK Nair,V Kohli,I Sharma,2,0,2,0,0,,,,,Royal Challengers Bangalore,Sunrisers Hyderabad
12683,336037,1,9,1,Y Venugopal Rao,SB Styris,L Balaji,0,0,0,0,0,,,,,Deccan Chargers,Chennai Super Kings
11350,336032,1,12,5,RV Uthappa,ST Jayasuriya,VY Mahesh,0,0,0,0,0,,,,,Mumbai Indians,Delhi Daredevils
28292,419110,2,0,4,M Vijay,ML Hayden,WPUJC Vaas,2,0,2,0,0,,,,,Chennai Super Kings,Deccan Chargers
40743,419162,1,5,2,AM Nayar,AT Rayudu,P Kumar,4,0,4,0,0,,,,,Mumbai Indians,Royal Challengers Bangalore
122557,980901,1,6,7,AT Rayudu,KA Pollard,MR Marsh,0,0,0,0,0,,,,,Mumbai Indians,Rising Pune Supergiants
89124,598051,2,14,5,KV Sharma,A Mishra,DJ Bravo,1,0,1,0,0,,,,,Sunrisers Hyderabad,Chennai Super Kings
151691,1136566,2,1,4,RR Pant,GJ Maxwell,DS Kulkarni,0,0,0,0,0,,,,,Delhi Daredevils,Rajasthan Royals
52661,501245,2,4,4,JH Kallis,G Gambhir,DE Bollinger,1,0,1,0,0,,,,,Kolkata Knight Riders,Chennai Super Kings
157625,1136591,2,10,3,JP Duminy,HH Pandya,YS Chahal,0,0,0,0,0,,,,,Mumbai Indians,Royal Challengers Bangalore
51437,501240,2,5,2,SK Raina,MEK Hussey,J Botha,1,0,1,0,0,,,,,Chennai Super Kings,Rajasthan Royals
19662,392209,1,0,3,ML Hayden,M Vijay,RJ Harris,0,0,0,0,0,,,,,Chennai Super Kings,Deccan Chargers
74010,548372,2,3,1,UBT Chand,Y Venugopal Rao,Z Khan,4,0,4,0,0,,,,,Delhi Daredevils,Royal Challengers Bangalore
88731,598049,2,8,2,AM Rahane,R Dravid,P Negi,1,0,1,0,0,,,,,Rajasthan Royals,Delhi Daredevils
55126,501256,1,9,3,JP Duminy,S Sohal,KA Pollard,1,0,1,0,0,,,,,Deccan Chargers,Mumbai Indians
9040,336020,1,5,7,S Dhawan,G Gambhir,PM Sarvesh Kumar,0,0,0,0,0,,,,,Delhi Daredevils,Deccan Chargers
112043,829731,2,16,6,EJG Morgan,A Ashish Reddy,JP Duminy,0,0,0,0,1,bowled,EJG Morgan,,,Sunrisers Hyderabad,Delhi Daredevils
97629,729305,1,0,2,YV Takawale,PA Patel,STR Binny,0,0,0,0,0,,,,,Royal Challengers Bangalore,Rajasthan Royals
119692,829799,2,11,1,GJ Bailey,DA Miller,KV Sharma,0,0,0,0,0,,,,,Kings XI Punjab,Sunrisers Hyderabad
114680,829753,2,12,2,MG Johnson,WP Saha,RA Jadeja,0,0,0,0,1,caught,MG Johnson,A Nehra,,Kings XI Punjab,Chennai Super Kings
115591,829763,1,16,4,D Wiese,SN Khan,SR Watson,1,0,1,0,0,,,,,Royal Challengers Bangalore,
31651,419124,2,7,5,MS Bisla,RS Bopara,SK Warne,0,0,0,0,1,caught,MS Bisla,MJ Lumb,,Kings XI Punjab,Rajasthan Royals
78632,598007,1,7,3,DJ Hussey,Gurkeerat Singh,DJ Bravo,1,0,1,0,0,,,,,Kings XI Punjab,Chennai Super Kings
175280,1178419,2,7,3,DR Shorey,M Vijay,KH Pandya,1,0,1,0,0,,,,,Chennai Super Kings,Mumbai Indians
141775,1082612,2,10,6,N Rana,JC Buttler,I Sharma,1,0,1,0,0,,,,,Mumbai Indians,Kings XI Punjab
67731,548346,1,0,4,PA Patel,S Dhawan,Harbhajan Singh,0,1,1,0,0,,,,legbyes,Deccan Chargers,Mumbai Indians
141431,1082611,1,9,1,S Dhawan,KS Williamson,A Mishra,1,0,1,0,0,,,,,Sunrisers Hyderabad,Delhi Daredevils
55322,501257,1,0,4,AC Gilchrist,PC Valthaty,IK Pathan,0,0,0,0,0,,,,,Kings XI Punjab,Delhi Daredevils
35389,419140,1,15,2,DL Vettori,PD Collingwood,JH Kallis,1,0,1,0,0,,,,,Delhi Daredevils,Royal Challengers Bangalore
38718,419153,2,0,1,M Vijay,ML Hayden,CH Gayle,0,5,5,0,0,,,,wides,Chennai Super Kings,Kolkata Knight Riders
75014,548376,1,8,6,JP Duminy,KC Sangakkara,P Parameswaran,1,0,1,0,0,,,,,Deccan Chargers,Royal Challengers Bangalore
62147,548321,2,16,1,KP Pietersen,Y Nagar,V Pratap Singh,6,0,6,0,0,,,,,Delhi Daredevils,Deccan Chargers
63030,548324,2,2,1,CH Gayle,MA Agarwal,J Botha,1,0,1,0,0,,,,,Royal Challengers Bangalore,Rajasthan Royals
127236,980941,2,2,5,M Vijay,M Vohra,TG Southee,0,0,0,0,1,caught,M Vijay,JC Buttler,,Kings XI Punjab,Mumbai Indians
54566,501253,2,16,6,IK Pathan,JR Hopes,DE Bollinger,4,0,4,0,0,,,,,Delhi Daredevils,Chennai Super Kings
57340,501266,2,4,2,CH Gayle,V Kohli,R Ashwin,0,0,0,0,0,,,,,Royal Challengers Bangalore,Chennai Super Kings
105596,734023,1,4,1,SK Raina,BB McCullum,SP Narine,6,0,6,0,0,,,,,Chennai Super Kings,Kolkata Knight Riders
65429,548334,2,10,1,DJ Hussey,SE Marsh,KA Pollard,1,0,1,0,0,,,,,Kings XI Punjab,Mumbai Indians
108649,734049,2,3,3,MK Pandey,G Gambhir,P Awana,4,0,4,0,0,,,,,Kolkata Knight Riders,Kings XI Punjab
93509,598069,2,2,7,PA Patel,S Dhawan,YK Pathan,0,0,0,0,0,,,,,Sunrisers Hyderabad,Kolkata Knight Riders
142784,1082617,1,0,4,SP Narine,G Gambhir,S Badree,4,0,4,0,0,,,,,Kolkata Knight Riders,Royal Challengers Bangalore
180121,1216496,2,18,4,F du Plessis,MS Dhoni,JC Archer,6,0,6,0,0,,,,,Chennai Super Kings,Rajasthan Royals
111474,829725,2,10,6,Yuvraj Singh,MA Agarwal,MG Johnson,0,0,0,0,0,,,,,Delhi Daredevils,Kings XI Punjab
149490,1082646,2,16,5,Mohammed Shami,A Mishra,HV Patel,4,0,4,0,0,,,,,Delhi Daredevils,Royal Challengers Bangalore
25205,392232,1,16,6,Y Nagar,KD Karthik,A Kumble,0,1,1,0,0,,,,wides,Delhi Daredevils,Royal Challengers Bangalore
152218,1136569,1,7,3,SA Yadav,E Lewis,GJ Maxwell,1,0,1,0,0,,,,,Mumbai Indians,Delhi Daredevils
178791,1181768,2,7,1,SK Raina,SR Watson,RD Chahar,1,0,1,0,0,,,,,Chennai Super Kings,Mumbai Indians
177160,1178428,1,12,2,R Parag,K Gowtham,AR Patel,0,0,0,0,0,,,,,Rajasthan Royals,Delhi Capitals
39362,419156,1,15,7,DPMD Jayawardene,Yuvraj Singh,R Sharma,1,0,1,0,0,,,,,Kings XI Punjab,Deccan Chargers
181442,1216502,2,4,1,MK Pandey,WP Saha,CH Morris,4,0,4,0,0,,,,,Sunrisers Hyderabad,Royal Challengers Bangalore
35823,419141,2,5,6,A Symonds,RG Sharma,M Morkel,0,0,0,0,0,,,,,Deccan Chargers,Rajasthan Royals
20889,392214,1,9,3,MS Dhoni,ML Hayden,PP Chawla,0,0,0,0,0,,,,,Chennai Super Kings,Kings XI Punjab
136637,1082591,2,10,6,KM Jadhav,TM Head,A Nehra,4,0,4,0,0,,,,,Royal Challengers Bangalore,Sunrisers Hyderabad
32410,419127,2,12,2,DPMD Jayawardene,KC Sangakkara,DJ Hussey,1,0,1,0,0,,,,,Kings XI Punjab,Kolkata Knight Riders
112951,829737,2,13,5,D Wiese,AB de Villiers,Harbhajan Singh,0,0,0,0,0,,,,,Royal Challengers Bangalore,Mumbai Indians
93887,598071,1,7,4,CL White,S Dhawan,SR Watson,1,0,1,0,0,,,,,Sunrisers Hyderabad,Rajasthan Royals
14186,392184,1,7,5,BJ Hodge,A Chopra,Harmeet Singh,0,0,0,0,0,,,,,Kolkata Knight Riders,Deccan Chargers
161317,1136606,1,15,1,KS Williamson,S Dhawan,DJ Bravo,4,0,4,0,0,,,,,Sunrisers Hyderabad,Chennai Super Kings
15556,392191,1,10,3,R Dravid,JH Kallis,PP Chawla,0,0,0,0,1,caught,R Dravid,VRV Singh,,Royal Challengers Bangalore,Kings XI Punjab
169252,1178394,2,4,3,MK Pandey,V Shankar,AS Joseph,0,0,0,0,0,,,,,Sunrisers Hyderabad,Mumbai Indians
134162,981001,1,13,2,YK Pathan,SA Yadav,SB Jakati,1,0,1,0,0,,,,,Kolkata Knight Riders,Gujarat Lions
68812,548350,2,9,3,N Saini,DJ Hussey,DL Vettori,1,0,1,0,0,,,,,Kings XI Punjab,Royal Challengers Bangalore
186961,1216525,2,19,3,DL Chahar,SN Thakur,I Udana,0,0,0,0,0,,,,,Chennai Super Kings,Royal Challengers Bangalore
174065,1178414,1,8,6,AD Nath,PA Patel,RA Jadeja,1,0,1,0,0,,,,,Royal Challengers Bangalore,Chennai Super Kings
89175,598051,1,4,3,M Vijay,MEK Hussey,I Sharma,6,0,6,0,0,,,,,Chennai Super Kings,Sunrisers Hyderabad
53397,501248,2,6,3,RV Uthappa,MK Pandey,BA Bhatt,1,0,1,0,0,,,,,Pune Warriors,Kings XI Punjab
166180,1175362,1,5,1,Q de Kock,RG Sharma,NA Saini,0,0,0,0,0,,,,,Mumbai Indians,Royal Challengers Bangalore
29722,419116,2,12,4,SK Raina,ML Hayden,DP Nannes,0,1,1,0,0,,,,wides,Chennai Super Kings,Delhi Daredevils
149990,1082649,2,6,2,RG Sharma,KH Pandya,SP Narine,1,0,1,0,0,,,,,Mumbai Indians,Kolkata Knight Riders
21409,392216,1,17,7,A Symonds,Y Venugopal Rao,WA Mota,2,0,2,0,0,,,,,Deccan Chargers,Kings XI Punjab
64637,548331,1,15,5,Azhar Mahmood,Mandeep Singh,DL Vettori,1,0,1,0,0,,,,,Kings XI Punjab,Royal Challengers Bangalore
161557,1136607,2,13,5,JC Buttler,SV Samson,HH Pandya,2,0,2,0,0,,,,,Rajasthan Royals,Mumbai Indians
42320,501201,1,8,5,Y Venugopal Rao,NV Ojha,KA Pollard,1,0,1,0,0,,,,,Delhi Daredevils,Mumbai Indians
84102,598030,1,15,4,DJG Sammy,A Ashish Reddy,DJ Bravo,1,0,1,0,0,,,,,Sunrisers Hyderabad,Chennai Super Kings
3614,335997,1,0,2,SC Ganguly,BB McCullum,SM Pollock,4,0,4,0,0,,,,,Kolkata Knight Riders,Mumbai Indians
126573,980935,1,13,1,SE Marsh,NS Naik,Mustafizur Rahman,0,0,0,0,0,,,,,Kings XI Punjab,Sunrisers Hyderabad
27043,392239,2,7,1,RE van der Merwe,R Dravid,A Symonds,0,0,0,0,0,,,,,Royal Challengers Bangalore,Deccan Chargers
104540,734015,1,13,3,DJG Sammy,IK Pathan,UT Yadav,0,0,0,0,0,,,,,Sunrisers Hyderabad,Kolkata Knight Riders
132157,980981,2,3,6,AT Rayudu,RG Sharma,S Aravind,1,0,1,0,0,,,,,Mumbai Indians,Royal Challengers Bangalore
126434,980935,1,1,5,M Vohra,M Vijay,BB Sran,0,0,0,0,0,,,,,Kings XI Punjab,Sunrisers Hyderabad
159157,1136597,1,15,1,KH Pandya,HH Pandya,M Prasidh Krishna,1,0,1,0,0,,,,,Mumbai Indians,Kolkata Knight Riders
178550,1181767,2,6,6,F du Plessis,SR Watson,A Mishra,4,0,4,0,0,,,,,Chennai Super Kings,Delhi Capitals
49234,501231,1,17,2,Harbhajan Singh,R Sathish,J Botha,1,0,1,0,0,,,,,Mumbai Indians,Rajasthan Royals
117561,829781,2,18,3,B Kumar,P Kumar,UT Yadav,1,0,1,0,0,,,,,Sunrisers Hyderabad,Kolkata Knight Riders
49020,501230,2,3,1,JR Hopes,V Sehwag,L Balaji,1,0,1,0,0,,,,,Delhi Daredevils,Kolkata Knight Riders
191949,1216545,1,5,2,DA Warner,MK Pandey,PJ Cummins,1,0,1,0,0,,,,,Sunrisers Hyderabad,Kolkata Knight Riders
155546,1136582,1,11,5,KK Nair,Yuvraj Singh,A Mishra,1,0,1,0,0,,,,,Kings XI Punjab,Delhi Daredevils
159381,1136598,2,17,2,KL Rahul,MP Stoinis,JD Unadkat,2,0,2,0,0,,,,,Kings XI Punjab,Rajasthan Royals
187772,1216528,1,14,4,AT Rayudu,SR Watson,Rashid Khan,0,0,0,0,0,,,,,Chennai Super Kings,Sunrisers Hyderabad
191287,1216543,2,15,5,R Tewatia,RV Uthappa,R Ashwin,0,0,0,0,0,,,,,Rajasthan Royals,Delhi Capitals
20024,392210,2,3,6,SM Katich,KC Sangakkara,YK Pathan,4,0,4,0,0,,,,,Kings XI Punjab,Rajasthan Royals
136569,1082591,1,1,1,S Dhawan,DA Warner,A Choudhary,1,0,1,0,0,,,,,Sunrisers Hyderabad,Royal Challengers Bangalore
100534,733981,1,2,6,Q de Kock,M Vijay,BW Hilfenhaus,4,0,4,0,0,,,,,Delhi Daredevils,Chennai Super Kings
133482,980993,2,2,5,Q de Kock,KK Nair,MJ McClenaghan,1,0,1,0,0,,,,,Delhi Daredevils,Mumbai Indians
130974,980971,2,5,6,SV Samson,Q de Kock,AR Patel,1,0,1,0,0,,,,,Delhi Daredevils,Kings XI Punjab
177876,1178431,1,13,6,RV Uthappa,N Rana,JJ Bumrah,6,0,6,0,0,,,,,Kolkata Knight Riders,Mumbai Indians
123215,980907,2,7,6,DA Warner,MC Henriques,YS Chahal,6,0,6,0,0,,,,,Sunrisers Hyderabad,Royal Challengers Bangalore
149726,1082647,1,9,1,AM Rahane,MK Tiwary,KH Pandya,1,0,1,0,0,,,,,Rising Pune Supergiant,Mumbai Indians
15241,392190,1,0,4,GC Smith,PC Valthaty,I Sharma,0,0,0,0,0,,,,,Rajasthan Royals,Kolkata Knight Riders
89458,598052,2,9,3,AM Rahane,SR Watson,PP Chawla,1,0,1,0,0,,,,,Rajasthan Royals,Kings XI Punjab
7149,336012,1,6,2,R Dravid,SP Goswami,SM Pollock,0,0,0,0,0,,,,,Royal Challengers Bangalore,Mumbai Indians
116688,829773,2,17,3,RA Jadeja,DJ Bravo,TA Boult,2,0,2,0,0,,,,,Chennai Super Kings,Sunrisers Hyderabad
132863,980987,2,10,1,AJ Finch,AD Nath,VR Aaron,0,1,1,0,0,,,,legbyes,Gujarat Lions,Royal Challengers Bangalore
115254,829759,2,9,3,DA Miller,WP Saha,MC Henriques,1,0,1,0,0,,,,,Kings XI Punjab,Sunrisers Hyderabad
174370,1178416,1,5,5,MK Pandey,DA Warner,Harbhajan Singh,4,0,4,0,0,,,,,Sunrisers Hyderabad,Chennai Super Kings
23217,392224,1,15,5,JDP Oram,S Badrinath,B Akhil,0,0,0,0,0,,,,,Chennai Super Kings,Royal Challengers Bangalore
10131,336026,1,3,3,JH Kallis,B Chipli,VY Mahesh,4,0,4,0,0,,,,,Royal Challengers Bangalore,Delhi Daredevils
167604,1175368,2,15,3,RR Pant,CA Ingram,R Ashwin,0,0,0,0,0,,,,,Delhi Capitals,Kings XI Punjab
17481,392200,1,6,3,KC Sangakkara,Yuvraj Singh,JP Duminy,1,0,1,0,0,,,,,Kings XI Punjab,Mumbai Indians
156352,1136586,1,4,4,C Munro,PP Shaw,SP Narine,6,0,6,0,0,,,,,Delhi Daredevils,Kolkata Knight Riders
46453,501219,2,6,6,MK Tiwary,EJG Morgan,RR Powar,1,0,1,0,0,,,,,Kolkata Knight Riders,Kochi Tuskers Kerala
67149,548343,2,6,3,S Badrinath,SK Raina,PP Chawla,2,0,2,0,0,,,,,Chennai Super Kings,Kings XI Punjab
141894,1082613,2,8,3,SK Raina,Ishan Kishan,CR Woakes,1,0,1,0,0,,,,,Gujarat Lions,Kolkata Knight Riders
156271,1136585,1,10,2,Shakib Al Hasan,MK Pandey,AJ Tye,1,0,1,0,0,,,,,Sunrisers Hyderabad,Kings XI Punjab
116578,829773,1,0,1,DA Warner,S Dhawan,MM Sharma,4,0,4,0,0,,,,,Sunrisers Hyderabad,Chennai Super Kings
60726,548315,2,9,5,DL Vettori,SS Tiwary,L Balaji,1,0,1,0,0,,,,,Royal Challengers Bangalore,Kolkata Knight Riders
92514,598065,1,17,1,NLTC Perera,BB Samantray,KK Cooper,2,0,2,0,0,,,,,Sunrisers Hyderabad,Rajasthan Royals
8409,336017,2,16,5,A Mishra,VY Mahesh,I Sharma,0,0,0,0,0,,,,,Delhi Daredevils,Kolkata Knight Riders
41416,419165,1,2,3,ML Hayden,M Vijay,Harbhajan Singh,0,0,0,0,0,,,,,Chennai Super Kings,Mumbai Indians
41495,419165,1,15,2,SK Raina,MS Dhoni,KA Pollard,2,0,2,0,0,,,,,Chennai Super Kings,Mumbai Indians
68855,548351,1,3,5,SR Tendulkar,JEC Franklin,AB Dinda,0,0,0,0,0,,,,,Mumbai Indians,Pune Warriors
169666,1178396,1,1,3,SPD Smith,JC Buttler,M Prasidh Krishna,0,0,0,0,0,,,,,Rajasthan Royals,Kolkata Knight Riders
88477,598048,1,6,5,PA Patel,KC Sangakkara,JD Unadkat,1,0,1,0,0,,,,,Sunrisers Hyderabad,Royal Challengers Bangalore
131088,980973,1,4,4,S Dhawan,DA Warner,JJ Bumrah,0,0,0,0,0,,,,,Sunrisers Hyderabad,Mumbai Indians
100109,733977,1,14,4,DJG Sammy,DA Warner,YS Chahal,1,0,1,0,0,,,,,Sunrisers Hyderabad,Royal Challengers Bangalore
130739,980969,2,18,4,TM Head,V Kohli,RP Singh,0,0,0,0,0,,,,,Royal Challengers Bangalore,Rising Pune Supergiants
57531,501267,1,16,5,RN ten Doeschate,JH Kallis,Harbhajan Singh,1,0,1,0,0,,,,,Kolkata Knight Riders,Mumbai Indians
61980,548320,2,9,1,JH Kallis,MS Bisla,GB Hogg,4,0,4,0,0,,,,,Kolkata Knight Riders,Rajasthan Royals
